id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,KmeansClusterPredicted,cluster Kmeans 10000 runs,cluster (RM) 1000 runs,DBSCANClusterPredicted,AgloClusterPredicted,SpectralClusterPredicted
1656,Ecoclean GmbH,28734,0.00251081,0.019361084,0.012658228,0,0.005163511,0,0,3.883415862,3,2,2,2,0,2,0
1657,HSH CHEMIE s.r.o.,23073,0.003905705,0.027105518,0.009493671,0,0.008605852,0,0,3.879587928,3,2,2,2,0,2,0
1658,Mitsui & Co. Deutschland GmbH,9047,0.023992189,0.017424976,0,0,0.036144578,0,0,3.878087135,3,2,2,2,0,2,0
1659,G PACHOPOS SA COSMETICS (YELLOW ROSE PROFESSIONAL COSMETICS),31649,0.004882131,0.063891578,0,0,0.008605852,0,0,3.868978065,3,2,2,2,0,3,0
1660,Pollak Zakład Farb i Lakierów,20194,0.000418468,0.000968054,0.018987342,0,0,0,0,3.866794485,3,2,2,2,0,2,0
1661,Baumit Kft,34210,0.007392942,0.016456922,0.009493671,0,0.015490534,0,0,3.865754026,3,2,2,2,0,2,0
1662,HOESCH Metallurgie GmbH,19071,0.005998047,0.01839303,0.006329114,0,0.027538726,0,0,3.862312959,3,2,2,2,0,2,0
1663,La Mediterranea Srl,35052,0.012972521,0.025169409,0.006329114,0,0.013769363,0,0,3.861387446,3,2,2,2,0,2,0
1664,GRUPA INCO,20187,0.006416516,0.027105518,0.003164557,0,0.030981067,0,0,3.858066422,3,2,2,2,0,2,0
1665,"Kiryong Co., Ltd.",18993,0.024271168,0.025169409,0,0,0.027538726,0,0,3.848965167,3,2,2,2,0,2,0
1666,Foxtel Oy,34371,0.010322221,0.03678606,0.003164557,0,0.017211704,0,0,3.848910625,3,2,2,2,0,2,0
1667,ATA KIMYA INŞ SAN TİC LTD ŞTİ,27934,0.00516111,0.009680542,0.009493671,0,0.024096386,0,0,3.845636077,3,2,2,2,0,2,0
1668,ReStone AS,29769,0.005858558,0.019361084,0,0,0.051635112,0,0,3.842737689,3,2,2,2,0,2,0
1669,Raziol Zibulla & Sohn GmbH,177,0.008787837,0.026137464,0.003164557,0,0.029259897,0,0,3.84217124,3,2,2,2,0,2,0
1670,ASTORPLAST Klebetechnik GmbH,14157,0.0053006,0.023233301,0.009493671,0,0.010327022,0,0,3.841780339,3,2,2,2,0,2,0
1671,BLANCHON,22686,0.002929279,0.007744434,0.012658228,0,0.015490534,0,0,3.839857874,3,2,2,2,0,2,0
1672,Arkema Inc.,29388,0.004882131,0.042594385,0,0,0.029259897,0,0,3.836820671,3,2,2,2,0,2,0
1673,Moni Muovi Oy,30021,0.008369368,0.049370765,0,0,0.018932874,0,0,3.833650362,3,2,2,2,0,2,0
1674,"Agrakem Quimicos, SL",19390,0.021760357,0.023233301,0.003164557,0,0.018932874,0,0,3.829238018,3,2,2,2,0,2,0
1675,VERNITES S.R.L.,34101,0.010322221,0.01839303,0.006329114,0,0.022375215,0,0,3.820346076,3,2,2,2,0,2,0
1676,SIVVAS SA,32995,0.008090389,0.056147144,0,0,0.012048193,0,0,3.814286309,3,2,2,2,0,2,0
1677,Dekors d.o.o.,33873,0.004463663,0.007744434,0.009493671,0,0.025817556,0,0,3.800016808,3,2,2,2,0,2,0
1678,Arolco IRL,24504,0.005998047,0.000968054,0.009493671,0,0.030981067,0,0,3.796092601,3,2,2,2,0,2,0
1679,Wieberr,30161,0.006556005,0.022265247,0.003164557,0,0.034423408,0,0,3.795144382,3,2,2,2,0,2,0
1680,IC Trading SIA,32137,0.021202399,0.008712488,0.006329114,0,0.020654045,0,0,3.794269378,3,2,2,2,0,2,0
1681,BBA ECOTECH SRL,29975,0.007253452,0.020329138,0.009493671,0,0.010327022,0,0,3.794214836,3,2,2,2,0,2,0
1682,Advanced Nylons,21154,0.00516111,0.03678606,0.006329114,0,0.008605852,0,0,3.793473902,3,2,2,2,0,2,0
1683,vuki a.s.,9333,0.005998047,0.029041626,0.006329114,0,0.015490534,0,0,3.792333137,3,2,2,2,0,2,0
1684,Polikim Kimya Ve Plastik San.Tic.Ltd.şti.,23066,0.003766216,0.004840271,0.009493671,0,0.029259897,0,0,3.792053349,3,2,2,2,0,2,0
1685,Solepharm Ltd,32533,0.014367415,0.015488867,0.006329114,0,0.020654045,0,0,3.791339154,3,2,2,2,0,2,0
1686,ANKER CHEMICAL TECHNOLOGIES LTD,16270,0.003626726,0.014520813,0.012658228,0,0.006884682,0,0,3.783256616,3,2,2,2,0,2,0
1687,INDUSTRIAS QUIMICAS IRIS S.A.,23610,0.005021621,0.009680542,0.012658228,0,0.010327022,0,0,3.783104837,3,2,2,2,0,2,0
1688,Better Dairy Limited,34627,0.008369368,0.021297193,0.006329114,0,0.020654045,0,0,3.78185306,3,2,2,2,0,2,0
1689,EUROSEA GmbH,27454,0.00516111,0.038722168,0.003164557,0,0.018932874,0,0,3.773719049,3,2,2,2,0,2,0
1690,FL Brewing srl,33104,0.009764263,0.028073572,0.006329114,0,0.012048193,0,0,3.760124169,3,2,2,2,0,2,0
1691,SIGNS,31284,0.010182731,0.008712488,0.006329114,0,0.030981067,0,0,3.759637096,3,2,2,2,0,2,0
1692,OMEGA technology GmbH,27931,0.009345794,0.029041626,0.003164557,0,0.024096386,0,0,3.757101706,3,2,2,2,0,2,0
1693,CeNTI,27277,0.00516111,0.006776379,0.006329114,0,0.037865749,0,0,3.755984711,3,2,2,2,0,2,0
1694,Decoralwerke AG,28888,0.004742642,0.032913843,0.006329114,0,0.012048193,0,0,3.751056679,3,2,2,2,0,2,0
1695,Guala Closures Bulgaria,22096,0.004045195,0.030009681,0.006329114,0,0.015490534,0,0,3.743093219,3,2,2,2,0,2,0
1696,"Rolpin, Lda",29997,0.00781141,0.013552759,0.009493671,0,0.015490534,0,0,3.741469315,3,2,2,2,0,2,0
1697,J-Biochrom,24190,0.006974473,0.01839303,0.006329114,0,0.024096386,0,0,3.739017234,3,2,2,2,0,2,0
1698,Darte Kimya Co,35003,0.011019668,0.019361084,0.006329114,0,0.018932874,0,0,3.731504114,3,2,2,2,0,2,0
1699,DOLAV Germany GmbH,34609,0.008648347,0.007744434,0.006329114,0,0.032702238,0,0,3.720573698,3,2,2,2,0,2,0
1700,Procter Johnson,1783,0.012972521,0.002904163,0,0,0.058519793,0,0,3.719823833,3,2,2,2,0,2,0
1701,Speedpart GmbH,29705,0.005858558,0.011616651,0.009493671,0,0.018932874,0,0,3.719138306,3,2,2,2,0,2,0
1702,Drew-Marine,34846,0.008229879,0.01839303,0.006329114,0,0.022375215,0,0,3.715728975,3,2,2,2,0,2,0
1703,MasterClean GmbH,19639,0.017436184,0.028073572,0.006329114,0,0.003442341,0,0,3.713427609,3,2,2,2,0,2,0
1704,Texon Möckmühl GmbH,32199,0.016878226,0.009680542,0.006329114,0,0.022375215,0,0,3.712521932,3,2,2,2,0,2,0
1705,Vefa Ilaç Sanayi,33451,0.009066815,0.042594385,0,0,0.022375215,0,0,3.701820794,3,2,2,2,0,2,0
1706,Arena Group S.A,5561,0.002929279,0.013552759,0.012658228,0,0.006884682,0,0,3.699981538,3,2,2,2,0,2,0
1707,Magnum Industrial Ltd,22176,0.00251081,0.035818006,0.006329114,0,0.010327022,0,0,3.698614716,3,2,2,2,0,2,0
1708,CAEN S.p.A.,27230,0.005998047,0.008712488,0.003164557,0,0.046471601,0,0,3.692018179,3,2,2,2,0,2,0
1709,Aceitelia,32277,0.006556005,0.015488867,0.009493671,0,0.013769363,0,0,3.689445955,3,2,2,2,0,2,0
1710,Samuel Banner & Co. Ltd,32715,0.004603152,0.008712488,0.009493671,0,0.022375215,0,0,3.683276953,3,2,2,2,0,2,0
1711,William Rowland Ltd,29744,0.009764263,0.01839303,0.003164557,0,0.032702238,0,0,3.675887909,3,2,2,2,0,2,0
1712,P. REPRESENTATIONS,24880,0.008648347,0.049370765,0,0,0.015490534,0,0,3.675482269,3,2,2,2,0,2,0
1713,E' COSI' SRL,30041,0.008508858,0.042594385,0,0,0.022375215,0,0,3.673922901,3,2,2,2,0,2,0
1714,DSI Underground Chemicals sp. z o.o.,17661,0.005858558,0.016456922,0.006329114,0,0.025817556,0,0,3.672474545,3,2,2,2,0,2,0
1715,FARMALABOR SRB,8108,0.002371321,0.013552759,0.012658228,0,0.006884682,0,0,3.672083645,3,2,2,2,0,2,0
1716,Ünlü Boya San.Tic.Ltd.Şti,15055,0.005021621,0.042594385,0,0,0.025817556,0,0,3.671678105,3,2,2,2,0,2,0
1717,griwecolor GmbH,23682,0.009485284,0.014520813,0.006329114,0,0.024096386,0,0,3.670946913,3,2,2,2,0,2,0
1718,Epoxy 2.0,32616,0.007532431,0.023233301,0.006329114,0,0.017211704,0,0,3.664694601,3,2,2,2,0,2,0
1719,"MARCAS VIALES, S.A.",23563,0.002371321,0.017424976,0.009493671,0,0.015490534,0,0,3.663075694,3,2,2,2,0,2,0
1720,Performance Additives Europe GmbH (B),2101,0.006416516,0.024201355,0.006329114,0,0.017211704,0,0,3.657301524,3,2,2,2,0,2,0
1721,Eskaro Chemikal AS,18741,0.001255405,0.006776379,0.015822785,0,0.00172117,0,0,3.652204717,3,2,2,2,0,2,0
1722,Tonejet Ltd,13464,0.007532431,0.024201355,0,0,0.04130809,0,0,3.652093804,3,2,2,2,0,2,0
1723,TFL Ledertechnik GmbH,26146,0.005719068,0.015488867,0.009493671,0,0.013769363,0,0,3.647599115,3,2,2,2,0,2,0
1724,B.I. (Europe) Limited,25658,0.006277026,0.015488867,0.006329114,0,0.025817556,0,0,3.644995255,3,2,2,2,0,2,0
1725,Ballistol GmbH,35094,0.012693542,0.019361084,0.006329114,0,0.015490534,0,0,3.643080756,3,2,2,2,0,2,0
1726,Finedin srl,18326,0.002929279,0.016456922,0.009493671,0,0.015490534,0,0,3.642570877,3,2,2,2,0,2,0
1727,Biesterfeld Spezialchemie GmbH,29347,0.007532431,0.053242982,0,0,0.012048193,0,0,3.641180284,3,2,2,2,0,2,0
1728,Studio Grim,30247,0.009624773,0.025169409,0,0,0.037865749,0,0,3.632996576,3,2,2,2,0,2,0
1729,List Lackfabrik,21580,0.003766216,0.046466602,0,0,0.022375215,0,0,3.630401646,3,2,2,2,0,2,0
1730,Shrieve Products International,12786,0.010322221,0.048402711,0,0,0.013769363,0,0,3.62471472,3,2,2,2,0,2,0
1731,Keyser & Mackay,27785,0.004463663,0.054211036,0,0,0.013769363,0,0,3.622203099,3,2,2,2,0,2,0
1732,Hüttenes-Albertus France,23387,0.009903752,0.023233301,0.006329114,0,0.013769363,0,0,3.61114361,3,2,2,2,0,2,0
1733,Kleb-und Gießharztechnik Dr. Ludeck GmbH,23040,0.006137537,0.033881897,0.006329114,0,0.006884682,0,0,3.611028564,3,2,2,2,0,2,0
1734,LASER COLOR s.c.,24872,0.005719068,0.016456922,0.009493671,0,0.012048193,0,0,3.609943306,3,2,2,2,0,2,0
1735,POLRES Elektrik Uretim Insaat Tarım Hay. San. ve Tic A.S.,24790,0.004324174,0.012584705,0.009493671,0,0.017211704,0,0,3.604763289,3,2,2,2,0,2,0
1736,"Big Bad Woof, Inc",31640,0.010043242,0.046466602,0,0,0.015490534,0,0,3.600018871,3,2,2,2,0,2,0
1737,DRACO,16571,0.005858558,0.039690223,0.003164557,0,0.013769363,0,0,3.598818567,3,2,2,2,0,2,0
1738,Bozzideco,22027,0.007113963,0.003872217,0.003164557,0,0.048192771,0,0,3.591858934,3,2,2,2,0,2,0
1739,Eco Air s.r.l.,31174,0.006416516,0.016456922,0.003164557,0,0.036144578,0,0,3.583812165,3,2,2,2,0,2,0
1740,Bekstone,22586,0.001673874,0.003872217,0.012658228,0,0.015490534,0,0,3.583476771,3,2,2,2,0,2,0
1741,CLEVER POLIMER (Clever Polymers),30167,0.006834984,0.028073572,0.003164557,0,0.024096386,0,0,3.583158473,3,2,2,2,0,2,0
1742,VETA France,30581,0.011019668,0.029041626,0.003164557,0,0.018932874,0,0,3.582619827,3,2,2,2,0,2,0
1743,Basic Chemicals Ltd.,1263,0.003068768,0.008712488,0.006329114,0,0.034423408,0,0,3.576055991,3,2,2,2,0,2,0
1744,Brenntag N.V,13214,0.008508858,0.004840271,0.006329114,0,0.032702238,0,0,3.568391093,3,2,2,2,0,2,0
1745,NORDIA SA,33698,0.004882131,0.056147144,0,0,0.010327022,0,0,3.567814901,3,2,2,2,0,2,0
1746,KAAN 1 GIDA DIŞ TİCARET A.Ş.,27644,0.002789789,0.024201355,0.006329114,0,0.018932874,0,0,3.562023735,3,2,2,2,0,2,0
1747,JSC Riga Pharmaceutical plant,27509,0.007671921,0.031945789,0.003164557,0,0.018932874,0,0,3.560440597,3,2,2,2,0,2,0
1748,ZEUS CHEMICALS,10316,0.020783931,0.034849952,0,0,0.015490534,0,0,3.556220799,3,2,2,2,0,2,0
1749,"ECP, d.o.o.",19667,0.005579579,0.037754114,0,0,0.027538726,0,0,3.543620965,3,2,2,2,0,2,0
1750,SAPOnaturell,35764,0.004324174,0.022265247,0.006329114,0,0.018932874,0,0,3.541937521,3,2,2,2,0,2,0
1751,Rupf + Co. AG,27573,0.009903752,0.01839303,0.006329114,0,0.017211704,0,0,3.541247097,3,2,2,2,0,2,0
1752,Fossils Galore,32246,0.006137537,0.013552759,0.006329114,0,0.025817556,0,0,3.54121536,3,2,2,2,0,2,0
1753,BZ CHEM SRL,35134,0.021481378,0.028073572,0.003164557,0,0.008605852,0,0,3.540951505,3,2,2,2,0,2,0
1754,Begzo İst. Tic. Müm. Ltd. Şti.,6715,0.00781141,0.013552759,0.006329114,0,0.024096386,0,0,3.538850522,3,2,2,2,0,2,0
1755,AquaInterKom LLC,16067,0.005021621,0.041626331,0,0,0.024096386,0,0,3.537216874,3,2,2,2,0,2,0
1756,Imex & Trade Anroq SA de CV,26005,0.006834984,0.008712488,0.009493671,0,0.017211704,0,0,3.536692968,3,2,2,2,0,2,0
1757,Gjøco AS,17454,0.004742642,0.025169409,0.006329114,0,0.015490534,0,0,3.535952034,3,2,2,2,0,2,0
1758,ALMASCIENCE,35276,0.006416516,0.006776379,0.012658228,0,0.006884682,0,0,3.5355244,3,2,2,2,0,2,0
1759,Kuban-Polymer LTD,24941,0.005440089,0.016456922,0.003164557,0,0.036144578,0,0,3.534990851,3,2,2,2,0,2,0
1760,VAERSA,35344,0.01046171,0.046466602,0,0,0.013769363,0,0,3.534883772,3,2,2,2,0,2,0
1761,"PECOL-Sistemas de Fixação, S. A.",31483,0.004882131,0.023233301,0.006329114,0,0.017211704,0,0,3.532179606,3,2,2,2,0,2,0
1762,Adelya Textile Care,34953,0.006974473,0.040658277,0.003164557,0,0.010327022,0,0,3.530900026,3,2,2,2,0,2,0
1763,Andrew Coyle Coal Ltd,30264,0.013669968,0.012584705,0.006329114,0,0.018932874,0,0,3.525200136,3,2,2,2,0,2,0
1764,Aracor BV,24479,0.005021621,0.009680542,0.012658228,0,0.005163511,0,0,3.524929278,3,2,2,2,0,2,0
1765,Biophilica,20790,0.006277026,0.023233301,0.006329114,0,0.015490534,0,0,3.51586582,3,2,2,2,0,2,0
1766,MEDINBIO sprl,25763,0.003905705,0.013552759,0.006329114,0,0.027538726,0,0,3.515682305,3,2,2,2,0,2,0
1767,ELTEK LTD,34885,0.00516111,0.023233301,0.003164557,0,0.029259897,0,0,3.515626799,3,2,2,2,0,2,0
1768,AMSilk GmbH,27855,0.003068768,0.05517909,0,0,0.012048193,0,0,3.514802555,3,2,2,2,0,2,0
1769,Comercial Quimica Masso S.A,22592,0.006556005,0.037754114,0,0,0.025817556,0,0,3.50638376,3,2,2,2,0,2,0
1770,HYMAG'IN,18283,0.00251081,0.011616651,0.012658228,0,0.005163511,0,0,3.496194177,3,2,2,2,0,2,0
1771,UAB OQEMA,33310,0.028176873,0.003872217,0,0,0.037865749,0,0,3.49574191,3,2,2,2,0,2,0
1772,Ekilab Sh.p.k,19467,0.004045195,0.011616651,0.012658228,0,0.003442341,0,0,3.486854865,3,2,2,2,0,2,0
1773,Aerolit LLC,24497,0.007671921,0.012584705,0.006329114,0,0.024096386,0,0,3.483473338,3,2,2,2,0,2,0
1774,BEST-Klebstoffe GmbH & Co. KG,27512,0.009903752,0.015488867,0.006329114,0,0.018932874,0,0,3.482097485,3,2,2,2,0,2,0
1775,Chalmers University of Technology,29168,0.010880179,0.021297193,0.006329114,0,0.012048193,0,0,3.477100983,3,2,2,2,0,2,0
1776,artefactum gmbh,30625,0.01046171,0.028073572,0,0,0.030981067,0,0,3.475817469,3,2,2,2,0,2,0
1777,Dnipro paint factory LLC,14465,0.002789789,0.01839303,0.009493671,0,0.010327022,0,0,3.474226265,3,2,2,2,0,2,0
1778,MIDAROM ABRASIVES SRL,19450,0.006834984,0.033881897,0.006329114,0,0.003442341,0,0,3.473783892,3,2,2,2,0,2,0
1779,Ankush Enterprise,4126,0.008229879,0.047434656,0,0,0.013769363,0,0,3.471694908,3,2,2,2,0,2,0
1780,Bossong Spa,23608,0.005719068,0.009680542,0.003164557,0,0.04130809,0,0,3.468296383,3,2,2,2,0,2,0
1781,RAPOSO LDA,26064,0.001813363,0.004840271,0.012658228,0,0.012048193,0,0,3.466736915,3,2,2,2,0,2,0
1782,RENKSAN BOYA,17683,0.003766216,0.028073572,0.006329114,0,0.012048193,0,0,3.460221812,3,2,2,2,0,2,0
1783,Reher & Ramsden Nachflg. GmbH,23576,0.008927326,0.012584705,0.006329114,0,0.022375215,0,0,3.460185079,3,2,2,2,0,2,0
1784,fairchemical srl,9181,0.0026503,0.016456922,0.009493671,0,0.012048193,0,0,3.45650489,3,2,2,2,0,2,0
1785,Southcoat AB,7004,0.000976426,0.004840271,0.015822785,0,0,0,0,3.455391829,3,2,2,2,0,2,0
1786,INTEC SRL,17549,0.004742642,0.025169409,0.006329114,0,0.013769363,0,0,3.449893514,3,2,2,2,0,2,0
1787,Arrotek Medical,21315,0.004882131,0.017424976,0.009493671,0,0.008605852,0,0,3.444382136,3,2,2,2,0,2,0
1788,ENOCHIMIKI S.A.,17763,0.000697447,0.004840271,0.015822785,0,0,0,0,3.441442882,3,2,2,2,0,2,0
1789,Kardeşler Kimya,25843,0.005021621,0.040658277,0.003164557,0,0.010327022,0,0,3.433257398,3,2,2,2,0,2,0
1790,TransFurans Chemicals bvba,22191,0.0106012,0.021297193,0.003164557,0,0.024096386,0,0,3.432650282,3,2,2,2,0,2,0
1791,LABORATORIOS ECONATUR SL,31741,0.006834984,0.030009681,0.003164557,0,0.018932874,0,0,3.421788335,3,2,2,2,0,2,0
1792,ROCKTOP,28196,0.005440089,0.016456922,0,0,0.046471601,0,0,3.418430577,3,2,2,2,0,2,0
1793,Toscochimica Spa,3154,0.005579579,0.024201355,0.003164557,0,0.025817556,0,0,3.41283589,3,2,2,2,0,2,0
1794,"FOB Fats, Oils & Biofuels Trading B.V.",24709,0.005998047,0.020329138,0.003164557,0,0.029259897,0,0,3.412265508,3,2,2,2,0,2,0
1795,Gerlinger GmbH & Co. KG,23809,0.001673874,0.003872217,0.012658228,0,0.012048193,0,0,3.411359732,3,2,2,2,0,2,0
1796,"DSM Biomedical, Inc.",29130,0.005719068,0.012584705,0,0,0.049913941,0,0,3.410885722,3,2,2,2,0,2,0
1797,Lenzing AG,35192,0.004742642,0.044530494,0,0,0.018932874,0,0,3.4103005,3,2,2,2,0,2,0
1798,SAVETIS,34399,0.001534384,0.012584705,0.012658228,0,0.003442341,0,0,3.409717054,3,2,2,2,0,2,0
1799,Sünpor Ltd.,15683,0.00251081,0.048402711,0,0,0.017211704,0,0,3.406261247,3,2,2,2,0,2,0
1800,Tuga Chemie GmbH,10749,0.002789789,0.026137464,0.006329114,0,0.013769363,0,0,3.400653597,3,2,2,2,0,2,0
1801,Witec Industrial Ltd,32579,0.0079509,0.023233301,0.003164557,0,0.024096386,0,0,3.396940708,3,2,2,2,0,2,0
1802,Unilin division Panels MDF,28129,0.004463663,0.001936108,0.006329114,0,0.036144578,0,0,3.393040271,3,2,2,2,0,2,0
1803,Industrial-Trading Company «Gangut» Ltd.,35230,0.006695494,0.023233301,0,0,0.037865749,0,0,3.389727213,3,2,2,2,0,2,0
1804,PENTACHEM SRL,30338,0.010182731,0.045498548,0,0,0.012048193,0,0,3.386473595,3,2,2,2,0,2,0
1805,Kaolin EAD,34607,0.009345794,0.010648596,0.006329114,0,0.022375215,0,0,3.384303078,3,2,2,2,0,2,0
1806,DISFARMA HEALTHCARE SL,25245,0.003905705,0.033881897,0.003164557,0,0.017211704,0,0,3.382876716,3,2,2,2,0,2,0
1807,Atar Naive,23373,0.003208258,0.005808325,0.009493671,0,0.020654045,0,0,3.382265567,3,2,2,2,0,2,0
1808,Ravago Chemicals Spain Sa,488,0.029711257,0.022265247,0,0,0.015490534,0,0,3.373351861,3,2,2,2,0,2,0
1809,Otis Bt.,30119,0.000697447,0,0.015822785,0,0.003442341,0,0,3.371546369,3,2,2,2,0,2,0
1810,Classic Filters Ltd.,25166,0.006137537,0.007744434,0.009493671,0,0.015490534,0,0,3.367359371,3,2,2,2,0,2,0
1811,A POLIMER,29001,0.004882131,0.037754114,0.003164557,0,0.012048193,0,0,3.367133312,3,2,2,2,0,2,0
1812,Linckx & Fils - Paon-Lin,5841,0.000557958,0,0.015822785,0,0.003442341,0,0,3.364571895,3,2,2,2,0,2,0
1813,Pentol GmbH,33003,0.009345794,0.012584705,0.003164557,0,0.032702238,0,0,3.364548225,3,2,2,2,0,2,0
1814,Rapide International B.V Cosmetics,30484,0.005998047,0.007744434,0.009493671,0,0.015490534,0,0,3.360384897,3,2,2,2,0,2,0
1815,Kern-Tec GmbH,35319,0.012275073,0.010648596,0.006329114,0,0.018932874,0,0,3.35864998,3,2,2,2,0,2,0
1816,Don Construction Products Ltd,24992,0.002929279,0.010648596,0.009493671,0,0.015490534,0,0,3.352154613,3,2,2,2,0,2,0
1817,Marseplast Sp. z o.o.,28731,0.006137537,0.052274927,0,0,0.008605852,0,0,3.3509158,3,2,2,2,0,2,0
1818,Vision Inks,17361,0.006556005,0.002904163,0.012658228,0,0.006884682,0,0,3.348888032,3,2,2,2,0,2,0
1819,CONDAT,31781,0.004742642,0.048402711,0,0,0.013769363,0,0,3.345735782,3,2,2,2,0,2,0
1820,Growgreen,18980,0.006695494,0.034849952,0.006329114,0,0,0,0,3.343095089,3,2,2,2,0,2,0
1821,​LLC ​Micro-​Powder Ukraine,32232,0.004742642,0.008712488,0,0,0.053356282,0,0,3.340570605,3,2,2,2,0,2,0
